Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,People in ICU,People on Ventilators,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case
5/20/2020,Kerala,54633,Samples Sent,666,52689,1278,,533,Hospital,,,,,,,,,1.22%,1.56,1555,82
5/21/2020,Kerala,56373,Samples Sent,690,54541,1142,,527,Hospital,,,,,,,,,1.22%,1.6,1605,82
5/22/2020,Kerala,58382,Samples Sent,733,56165,1484,,609,Hospital,,,,,,,,,1.26%,1.66,1662,80
5/23/2020,Kerala,60443,Samples Sent,795,58192,1456,,668,Hospital,,,,,,,,,1.32%,1.72,1721,76
5/24/2020,Kerala,61900,Samples Sent,848,59943,1109,,732,Hospital,,,,,,,,,1.37%,1.76,1762,73
5/25/2020,Kerala,63009,Samples Sent,897,61698,414,,792,Hospital,,,,,,,,,1.42%,1.79,1794,70
5/26/2020,Kerala,65303,Samples Sent,964,63010,1329,,808,Hospital,,,,,,,,,1.48%,1.86,1859,68
5/27/2020,Kerala,67961,Samples Sent,1004,65099,1858,,892,Hospital,,,,,,,,,1.48%,1.93,1935,68
5/28/2020,Kerala,70622,Samples Sent,1089,67677,1856,,992,Hospital,,,,,,,,,1.54%,2.01,2011,65
5/29/2020,Kerala,74214,Samples Sent,1151,71083,1980,,1080,Hospital,,,,,,,,,1.55%,2.11,2113,64
5/30/2020,Kerala,77257,Samples Sent,1209,73775,2273,,1204,Hospital,,,,,,,,,1.56%,2.2,2199,64
5/31/2020,Kerala,77508,Samples Sent,1270,75697,541,,1241,Hospital,,,,,,,,,1.64%,2.21,2207,61
6/1/2020,Kerala,82449,Samples Sent,1327,78310,2812,,1264,Hospital,,,,,,,,,1.61%,2.35,2347,62
6/2/2020,Kerala,86169,Samples Sent,1413,81157,3599,,1340,Hospital,,,,,,,,,1.64%,2.45,2453,61
6/3/2020,Kerala,95348,Samples Sent,1495,84870,2612,,1440,Hospital,,,,,,,,,1.57%,2.71,2715,64
6/4/2020,Kerala,99692,Samples Sent,1589,87403,2656,,1487,Hospital,,,,,,,,,1.59%,2.84,2838,63
6/5/2020,Kerala,104045,Samples Sent,1700,92818,2606,,1545,Hospital,,,,,,,,,1.63%,2.96,2962,61
6/6/2020,Kerala,107796,Samples Sent,1808,97114,2193,,1615,Hospital,,,,,,,,,1.68%,3.07,3069,60
6/7/2020,Kerala,111930,Samples Sent,1915,100319,2004,,1716,Hospital,,,,,,,,,1.71%,3.19,3187,58
6/8/2020,Kerala,113956,Samples Sent,2006,103472,1309,,1771,Hospital,,,,,,,,,1.76%,3.24,3244,57
6/9/2020,Kerala,126088,Samples Sent,2097,111892,2639,,1913,Hospital,,,,,,,,,1.66%,3.59,3590,60
6/10/2020,Kerala,131006,Samples Sent,2162,116425,,,1844,Hospital,,,,,,,,,1.65%,3.73,3730,61
6/11/2020,Kerala,135974,Samples Sent,2245,130857,2873,,1922,Hospital,,,,,,,,,1.65%,3.87,3871,61
6/12/2020,Kerala,140457,Samples Sent,2323,134743,3392,,1985,Hospital,,,,,,,,,1.65%,4,3999,60
6/13/2020,Kerala,144842,Samples Sent,2408,,3223,,1989,Hospital,,,,,,,,,1.66%,4.12,4124,60
6/14/2020,Kerala,149164,Samples Sent,2462,,2851,,2023,Hospital,,,,,,,,,1.65%,4.25,4247,61
6/15/2020,Kerala,151686,Samples Sent,2544,,1996,,2023,Hospital,,,,,,,,,1.68%,4.32,4318,60
6/16/2020,Kerala,157117,Samples Sent,2623,,4081,,1986,Hospital,,,,,,,,,1.67%,4.47,4473,60
6/17/2020,Kerala,161829,Samples Sent,2698,,3019,,1989,Hospital,,,,,,,,,1.67%,4.61,4607,60
6/18/2020,Kerala,169035,Samples Sent,2795,,3194,,1967,Hospital,,,,,,,,,1.65%,4.81,4812,60
6/19/2020,Kerala,173729,Samples Sent,2913,,3186,,1914,Hospital,,,,,,,,,1.68%,4.95,4946,60
6/20/2020,Kerala,178559,Samples Sent,3040,,3193,,2036,Hospital,,,,,,,,,1.70%,5.08,5084,59
6/21/2020,Kerala,183201,Samples Sent,3173,,3460,,2050,Hospital,,,,,,,,,1.73%,5.22,5216,58
6/22/2020,Kerala,185903,Samples Sent,3311,,2266,,2126,Hospital,,,,,,,,,1.78%,5.29,5293,56
6/23/2020,Kerala,192059,Samples Sent,3452,,3661,,2206,Hospital,,,,,,,,,1.80%,5.47,5468,56
6/24/2020,Kerala,197567,Samples Sent,3604,,4005,,2282,Hospital,,,,,,,,,1.82%,5.62,5625,55
6/25/2020,Kerala,203574,Samples Sent,3727,,4182,,2349,Hospital,,,,,,,,,1.83%,5.8,5796,55
6/26/2020,Kerala,209456,Samples Sent,3877,,4510,,2397,Hospital,,,,,,,,,,,,
4/13/2020,Ladakh,618,Samples Collected,17,,,,,,,,,,,,,,2.75%,2.11,2109,36
4/14/2020,Ladakh,760,Samples Collected,17,615,69,,,,,,,,,,,,2.24%,2.59,2594,45
4/15/2020,Ladakh,820,Samples Collected,18,657,86,,154,Facility,,,,,,,,,2.20%,2.8,2799,46
4/16/2020,Ladakh,917,Samples Collected,18,695,145,,157,Facility,,,,,,,,,1.96%,3.13,3130,51
4/19/2020,Ladakh,991,Samples Collected,18,797,117,,157,Facility,,,,154,,,,,1.82%,3.38,3382,55
4/21/2020,Ladakh,1137,Samples Collected,18,896,164,,154,Facility,,,,137,,,,,1.58%,3.88,3881,63
4/29/2020,Ladakh,1949,Samples Collected,22,1299,556,,647,Facility,,,,137,,,,,1.13%,6.65,6652,89
4/30/2020,Ladakh,2245,Samples Collected,22,1384,767,,704,Facility,,,,137,,,,,0.98%,7.66,7662,102
5/1/2020,Ladakh,2430,Samples Collected,22,1545,791,,704,Facility,,,,137,,,,,0.91%,8.29,8294,110
5/2/2020,Ladakh,2434,Samples Collected,23,1618,721,,724,Facility,,,,137,,,,,0.94%,8.31,8307,106
5/3/2020,Ladakh,2434,Samples Collected,41,1674,647,,714,Facility,,,,137,,,,,1.68%,8.31,8307,59
5/4/2020,Ladakh,2639,Samples Collected,41,1879,,,,,,,,,,,,,1.55%,9.01,9007,64
5/9/2020,Ladakh,3503,Samples Collected,42,2948,438,,580,Facility,,,,137,,,,,1.20%,11.96,11956,83
5/13/2020,Ladakh,3683,Samples Collected,43,3353,211,,337,Facility,,,,137,,,,,1.17%,12.57,12570,86
5/16/2020,Ladakh,4067,Samples Collected,43,3571,371,,458,Facility,,,,137,,,,,1.06%,13.88,13881,95
5/18/2020,Ladakh,4219,Samples Collected,43,3791,303,,454,Facility,,,,137,,,,,1.02%,14.4,14399,98
5/19/2020,Ladakh,4730,Samples Collected,43,3935,665,,739,Facility,,,,137,,,,,0.91%,16.14,16143,110
5/21/2020,Ladakh,5291,Samples Collected,44,4081,1079,,655,Facility,,,,137,,,,,0.83%,18.06,18058,120
5/22/2020,Ladakh,5505,Samples Collected,44,4173,1201,,648,Facility,,,,137,,,,,0.80%,18.79,18788,125
5/23/2020,Ladakh,5727,Samples Collected,49,4505,1083,,648,Facility,,,,137,,,,,0.86%,19.55,19546,117
5/24/2020,Ladakh,5730,Samples Collected,52,4733,840,,658,Facility,,,,137,,,,,0.91%,19.56,19556,110
5/25/2020,Ladakh,5896,Samples Collected,53,4894,841,,648,Facility,,,,137,,,,,0.90%,20.12,20123,111
5/30/2020,Ladakh,7354,Samples Collected,74,6145,1005,,,None,,,,,,,,,1.01%,25.1,25099,99
5/31/2020,Ladakh,7354,Samples Collected,77,6167,1005,,706,Facility,,,,,,,,,1.05%,25.1,25099,96
6/2/2020,Ladakh,8310,Samples Collected,81,6465,1634,,477,Facility,,,,,,,,,0.97%,28.36,28362,103
6/5/2020,Ladakh,9754,Samples Collected,97,7204,2306,,489,Facility,,,,,,,,,0.99%,33.29,33290,101
6/6/2020,Ladakh,10164,Samples Collected,99,7214,2703,,489,Facility,,,,,,,,,0.97%,34.69,34689,103
6/9/2020,Ladakh,10249,Samples Collected,108,7888,2453,,489,Facility,,,,,190,,,,1.05%,34.98,34980,95
6/10/2020,Ladakh,,,,,,,,,,,,,,,,,,0,0,
6/11/2020,Ladakh,10855,Samples Collected,135,8222,2338,,489,Facility,,,,,190,,,,1.24%,37.05,37048,80
6/12/2020,Ladakh,10986,Samples Collected,239,8460,2126,,489,Facility,,,,,190,,,,2.18%,37.49,37495,46
6/13/2020,Ladakh,11135,Samples Collected,437,8814,1681,,489,Facility,,,,,,,,,3.92%,38,38003,25
6/14/2020,Ladakh,11135,Samples Collected,539,9087,1293,,488,Facility,,,,,,,,,4.84%,38,38003,21
6/15/2020,Ladakh,11260,Samples Collected,555,9456,1004,,488,Facility,,,,,,,,,4.93%,38.43,38430,20
6/16/2020,Ladakh,11537,Samples Collected,649,9660,983,,488,Facility,,,,,,,,,5.63%,39.38,39375,18
6/17/2020,Ladakh,11626,Samples Collected,687,9833,856,,488,Facility,,,,,,,,,5.91%,39.68,39679,17
6/18/2020,Ladakh,12082,Samples Collected,687,9901,1244,,544,Facility,,,,,,,,,5.69%,41.24,41235,18
6/19/2020,Ladakh,12516,Samples Collected,744,10091,1221,,544,Facility,,,,190,,,,,5.94%,42.72,42717,17
6/20/2020,Ladakh,12838,Samples Collected,836,10307,1228,,544,Facility,,,,190,,,,,6.51%,43.82,43816,15
6/21/2020,Ladakh,12838,Samples Collected,837,10398,1135,,544,Facility,,,,190,,,,,6.52%,43.82,43816,15
6/22/2020,Ladakh,13018,Samples Collected,847,10715,965,,534,Facility,,,,103,,,,,6.51%,44.43,44430,15
6/23/2020,Ladakh,13118,Samples Collected,932,10927,603,,534,Facility,,,,103,,,,,7.10%,44.77,44771,14
6/24/2020,Ladakh,13313,Samples Collected,932,11191,520,,534,Facility,,,,103,,,,,7.00%,45.44,45437,14
6/25/2020,Ladakh,13521,Samples Collected,941,11285,620,,534,Facility,,,,103,,,,,6.96%,46.15,46147,14
6/26/2020,Ladakh,13636,Samples Collected,946,11563,435,,534,Facility,,,,103,,,,,,,,
4/5/2020,Madhya Pradesh,2812,Samples Collected,193,1954,665,,,,,,,,,,,,6.86%,0.03,34,15
4/7/2020,Madhya Pradesh,3770,Tested,290,3125,355,,,,,,,9492,1598,993,,,7.69%,0.05,46,13
4/8/2020,Madhya Pradesh,4056,Tested,341,3443,272,,,,,,,,,,,,8.41%,0.05,49,12
4/9/2020,Madhya Pradesh,5135,Tested,411,3989,,,,,,,,9492,1598,993,,,8.00%,0.06,62,12
4/10/2020,Madhya Pradesh,7049,Tested,451,4840,,,,,,,,9492,1598,993,,,6.40%,0.09,86,16
4/11/2020,Madhya Pradesh,8516,Tested,529,5790,,,,,,,,9492,1598,993,,,6.21%,0.1,104,16
4/12/2020,Madhya Pradesh,10481,Tested,562,6875,,,,,,,,9492,1598,993,,,5.36%,0.13,127,19
4/13/2020,Madhya Pradesh,10481,Tested,614,6875,,,,,,,,16868,716,622,,,5.86%,0.13,127,17
4/14/2020,Madhya Pradesh,8105,Reports Received,741,7103,4835,,,,,,,20243,783,690,,,9.14%,0.1,99,11
4/15/2020,Madhya Pradesh,9596,Reports Received,938,8658,4501,,,,,,,29355,840,690,,,9.77%,0.12,117,10
4/16/2020,Madhya Pradesh,13492,Reports Received,1164,12326,4158,,,,,,,,,,,,8.63%,0.16,164,12
4/17/2020,Madhya Pradesh,15302,Reports Received,1310,13992,4996,,,,,,,,,,,,8.56%,0.19,186,12
4/18/2020,Madhya Pradesh,14978,Reports Received,1402,13576,7251,,,,,,,,,,,,9.36%,0.18,182,11
4/19/2020,Madhya Pradesh,17835,Reports Received,1407,16428,7054,,,,,,,20243,783,690,,,7.89%,0.22,217,13
4/20/2020,Madhya Pradesh,19142,Reports Received,1485,17657,8519,,,,,,,33514,865,592,,,7.76%,0.23,233,13
4/21/2020,Madhya Pradesh,20905,Reports Received,1552,19353,8215,,,,,,,,,,,,7.42%,0.25,254,13
4/22/2020,Madhya Pradesh,22664,Reports Received,1587,21077,8414,,,,,,,,,,,,7.00%,0.28,276,14
4/23/2020,Madhya Pradesh,24548,Reports Received,1687,22861,8526,,,,,,,,,,,,6.87%,0.3,299,15
4/24/2020,Madhya Pradesh,26233,Reports Received,1846,24387,8843,,,,,,,33514,865,592,,,7.04%,0.32,319,14
4/25/2020,Madhya Pradesh,27866,Reports Received,1945,25921,9021,,,,,,,33514,865,592,,,6.98%,0.34,339,14
4/26/2020,Madhya Pradesh,25232,Reports Received,2090,21716,,,,,,,,33514,865,592,,,8.28%,0.31,307,12
4/27/2020,Madhya Pradesh,27009,Reports Received,2165,23500,,,,,,,,33514,865,592,,,8.02%,0.33,328,12
4/28/2020,Madhya Pradesh,31060,Reports Received,2387,26159,,,,,,,,33514,865,592,,,7.69%,0.38,378,13
4/29/2020,Madhya Pradesh,33837,Reports Received,2560,29261,,,,,,,,33514,865,592,,,7.57%,0.41,411,13
4/30/2020,Madhya Pradesh,41712,Reports Received,2625,29816,,,,,,,,33514,865,592,,,6.29%,0.51,507,16
5/1/2020,Madhya Pradesh,44116,Reports Received,2715,39353,,,,,,,,33514,865,592,,,6.15%,0.54,536,16
5/2/2020,Madhya Pradesh,46578,Reports Received,2788,41460,,,,,,,,33514,865,592,,,5.99%,0.57,566,17
5/3/2020,Madhya Pradesh,49186,Reports Received,2837,43937,,,,,,,,34600,873,612,,,5.77%,0.6,598,17
5/4/2020,Madhya Pradesh,52095,Reports Received,2942,46634,,,,,,,,34600,873,558,,,5.65%,0.63,634,18
5/5/2020,Madhya Pradesh,54595,Reports Received,3049,48931,,,,,,,,35840,873,558,,,5.58%,0.66,664,18
5/6/2020,Madhya Pradesh,54595,Reports Received,3138,51479,,,,,,,,,,,,,5.75%,0.66,664,17
5/7/2020,Madhya Pradesh,61020,Reports Received,3252,55002,,,,,,,,,,,,,5.33%,0.74,742,19
5/8/2020,Madhya Pradesh,63705,Reports Received,3341,57528,,,,,,,,,,,,,5.24%,0.77,775,19
5/9/2020,Madhya Pradesh,68010,Reports Received,3457,61629,,,,,,,,,,,,,5.08%,0.83,827,20
5/10/2020,Madhya Pradesh,72069,Reports Received,3614,65436,,,,,,,,,,,,,5.01%,0.88,876,20
5/11/2020,Madhya Pradesh,76039,Reports Received,3785,69187,,,,,,,,,,,,,4.98%,0.92,925,20
5/12/2020,Madhya Pradesh,80885,Reports Received,3986,73761,,,,,,,,,,,,,4.93%,0.98,984,20
5/13/2020,Madhya Pradesh,85903,Reports Received,4173,77738,,,,,,,,,,,,,4.86%,1.04,1045,21
5/14/2020,Madhya Pradesh,89760,Reports Received,4426,82028,,,,,,,,,,,,,4.93%,1.09,1092,20
5/15/2020,Madhya Pradesh,93849,Reports Received,4595,85879,,,,,,,,,,,,,4.90%,1.14,1141,20
5/16/2020,Madhya Pradesh,99677,Reports Received,4790,91393,,,,,,,,,,,,,4.81%,1.21,1212,21
5/17/2020,Madhya Pradesh,103898,Reports Received,4977,95355,,,,,,,,,,,,,4.79%,1.26,1263,21
5/18/2020,Madhya Pradesh,112168,Reports Received,5236,100469,,,,,,,,,,,,,4.67%,1.36,1364,21
5/19/2020,Madhya Pradesh,116473,Reports Received,5465,104348,,,,,,,,,,,,,4.69%,1.42,1416,21
5/20/2020,Madhya Pradesh,120737,Reports Received,5735,108744,,,,,,,,,,,,,4.75%,1.47,1468,21
5/21/2020,Madhya Pradesh,125608,Reports Received,5981,112947,,,,,,,,,,,,,4.76%,1.53,1527,21
5/22/2020,Madhya Pradesh,129060,Reports Received,6170,116835,,,,,,,,,,,,,4.78%,1.57,1569,21
5/23/2020,Madhya Pradesh,132769,Reports Received,6371,121033,,,,,,,,,,,,,4.80%,1.61,1615,21
5/24/2020,Madhya Pradesh,135889,Reports Received,6665,124549,,,,,,,,,,,,,4.90%,1.65,1653,20
5/25/2020,Madhya Pradesh,138584,Reports Received,6859,128267,,,,,,,,,,,,,4.95%,1.69,1685,20
5/26/2020,Madhya Pradesh,141508,Reports Received,7024,131415,,,,,,,,,,,,,4.96%,1.72,1721,20
5/27/2020,Madhya Pradesh,146144,Reports Received,7261,134774,,,,,,,,,,,,,4.97%,1.78,1777,20
5/28/2020,Madhya Pradesh,151182,Reports Received,7453,138387,,,,,,,,,,,,,4.93%,1.84,1838,20
5/29/2020,Madhya Pradesh,155436,Reports Received,7645,142383,,,,,,,,,,,,,4.92%,1.89,1890,20
5/30/2020,Madhya Pradesh,161552,Reports Received,7891,146616,,,,,,,,,,,,,4.88%,1.96,1965,20
5/31/2020,Madhya Pradesh,167808,Reports Received,8089,151793,,,,,,,,,,,,,4.82%,2.04,2041,21
6/1/2020,Madhya Pradesh,172019,Reports Received,8283,157790,,,,,,,,,,,,,4.82%,2.09,2092,21
6/2/2020,Madhya Pradesh,177481,Reports Received,8420,163100,,,,,,,,,,,,,4.74%,2.16,2158,21
6/3/2020,Madhya Pradesh,183662,Reports Received,8588,168219,,,,,,,,,,,,,4.68%,2.23,2233,21
6/4/2020,Madhya Pradesh,189252,Reports Received,8762,173392,,,,,,,,,,,,,4.63%,2.3,2301,22
6/5/2020,Madhya Pradesh,195249,Reports Received,8996,179234,,,,,,,,,,,,,4.61%,2.37,2374,22
6/6/2020,Madhya Pradesh,200913,Reports Received,9228,184202,,,,,,,,,,,,,4.59%,2.44,2443,22
6/7/2020,Madhya Pradesh,208514,Reports Received,9401,190155,,,,,,,,,,,,,4.51%,2.54,2536,22
6/8/2020,Madhya Pradesh,215194,Reports Received,9638,196497,,,,,,,,,,,,,4.48%,2.62,2617,22
6/9/2020,Madhya Pradesh,220936,Reports Received,9849,203131,,,,,,,,,,,,,4.46%,2.69,2687,22
6/10/2020,Madhya Pradesh,228042,Reports Received,10049,210081,,,,,,,,,,,,,4.41%,2.77,2773,23
6/11/2020,Madhya Pradesh,233740,Reports Received,10241,217860,,,,,,,,,,,,,4.38%,2.84,2842,23
6/12/2020,Madhya Pradesh,241461,Reports Received,10443,224064,,,,,,,,,,,,,4.32%,2.94,2936,23
6/13/2020,Madhya Pradesh,246973,Reports Received,10641,231123,,,,,,,,,,,,,4.31%,3,3003,23
6/14/2020,Madhya Pradesh,252762,Reports Received,10802,236649,,,,,,,,,,,,,4.27%,3.07,3074,23
6/15/2020,Madhya Pradesh,258040,Reports Received,10935,242117,,,,,,,,,,,,,4.24%,3.14,3138,24
6/16/2020,Madhya Pradesh,263983,Reports Received,11083,247196,,,,,,,,,,,,,4.20%,3.21,3210,24
6/17/2020,Madhya Pradesh,271205,Reports Received,11244,253474,,,,,,,,,,,,,4.15%,3.3,3298,24
6/18/2020,Madhya Pradesh,277451,Reports Received,11426,260395,,,,,,,,,,,,,4.12%,3.37,3374,24
6/19/2020,Madhya Pradesh,282674,Reports Received,11582,267247,,,,,,,,,,,,,4.10%,3.44,3438,24
6/20/2020,Madhya Pradesh,290831,Reports Received,11724,273628,,,,,,,,,,,,,4.03%,3.54,3537,25
6/21/2020,Madhya Pradesh,296943,Reports Received,11903,280480,,,,,,,,,,,,,4.01%,3.61,3611,25
6/22/2020,Madhya Pradesh,302673,Reports Received,12078,286516,,,,,,,,,,,,,3.99%,3.68,3681,25
6/23/2020,Madhya Pradesh,307812,Reports Received,12261,291733,,,,,,,,,,,,,3.98%,3.74,3743,25
6/24/2020,Madhya Pradesh,314978,Reports Received,12448,298712,,,,,,,,,,,,,3.95%,3.83,3830,25
6/25/2020,Madhya Pradesh,321595,Reports Received,12595,305182,,,,,,,,,,,,,3.92%,3.91,3911,26
6/26/2020,Madhya Pradesh,329079,Reports Received,12798,312463,,,,,,,,,,,,,3.89%,4,4002,26
4/5/2020,Maharashtra,16008,Tested,,14837,,,,,,,,,,,,,0.00%,0.13,131,
4/6/2020,Maharashtra,17563,Tested,868,15808,,,,,,,,,,,,,4.94%,0.14,144,20
4/7/2020,Maharashtra,20877,Tested,1018,19290,569,,,,,,,,,,,,4.88%,0.17,171,21
4/9/2020,Maharashtra,20877,Tested,868,19290,715,,,,,,,,,,,,4.16%,0.17,171,24
4/10/2020,Maharashtra,30000,Tested,1135,28865,,,,,,,,,,,,,3.78%,0.25,246,26
4/11/2020,Maharashtra,31841,Tested,1761,30477,,,,,,,,,,,,,5.53%,0.26,261,18
4/12/2020,Maharashtra,35668,Tested,1761,34094,,,,,,,,,,,,,4.94%,0.29,292,20
4/13/2020,Maharashtra,39725,Tested,1996,37964,,,,,,,,,,,,,5.02%,0.33,325,20
4/14/2020,Maharashtra,41071,Tested,2340,39089,,,,,,,,,,,,,5.70%,0.34,336,18
4/15/2020,Maharashtra,45142,Tested,2690,42808,,,,,,,,,,,,,5.96%,0.37,370,17
4/16/2020,Maharashtra,50882,Tested,2916,48198,,,,,,,,,,,,,5.73%,0.42,417,17
4/17/2020,Maharashtra,55678,Tested,3204,52762,,,,,,,,,,,,,5.75%,0.46,456,17
4/18/2020,Maharashtra,60166,Tested,3323,56964,,,,,,,,,,,,,5.52%,0.49,493,18
4/19/2020,Maharashtra,66796,Tested,3651,63476,,,,,,,,,,,,,5.47%,0.55,547,18
4/20/2020,Maharashtra,71321,Tested,4204,67673,,,,,,,,,,,,,5.89%,0.58,584,17
4/21/2020,Maharashtra,75838,Tested,4676,71638,,,,,,,,,,,,,6.17%,0.62,621,16
4/22/2020,Maharashtra,82304,Tested,5229,77638,,,,,,,,,,,,,6.35%,0.67,674,16
4/23/2020,Maharashtra,89197,Tested,5218,83979,,,,,,,,,,,,,5.85%,0.73,730,17
4/24/2020,Maharashtra,95210,Tested,6427,89561,,,,,,,,,,,,,6.75%,0.78,779,15
4/25/2020,Maharashtra,100912,Tested,6817,94485,,,,,,,,,,,,,6.76%,0.83,826,15
4/26/2020,Maharashtra,107979,Tested,7928,101162,,,,,,,,,,,,,7.34%,0.88,884,14
4/27/2020,Maharashtra,115147,Tested,8068,107519,,,,,,,,,,,,,7.01%,0.94,943,14
4/28/2020,Maharashtra,120620,Tested,8590,112552,,,,,,,,,,,,,7.12%,0.99,987,14
4/29/2020,Maharashtra,128726,Tested,9318,120136,,,,,,,,,,,,,7.24%,1.05,1054,14
4/30/2020,Maharashtra,135694,Tested,9915,126376,,,,,,,,,,,,,7.31%,1.11,1111,14
5/1/2020,Maharashtra,144159,Tested,10498,134244,,,,,,,,,,,,,7.28%,1.18,1180,14
5/2/2020,Maharashtra,151085,Tested,11506,140587,,,,,,,,,,,,,7.62%,1.24,1237,13
5/3/2020,Maharashtra,159754,Tested,12296,148248,,,,,,,,,,,,,7.70%,1.31,1308,13
5/4/2020,Maharashtra,168374,Tested,12974,156078,,,,,,,,,,,,,7.71%,1.38,1378,13
5/5/2020,Maharashtra,175323,Tested,14541,162349,,,,,,,,,,,,,8.29%,1.44,1435,12
5/6/2020,Maharashtra,181746,Tested,15525,167205,,,,,,,,,,,,,8.54%,1.49,1488,12
5/7/2020,Maharashtra,189220,Tested,16758,173838,,,,,,,,,,,,,8.86%,1.55,1549,11
5/8/2020,Maharashtra,200477,Tested,17974,183862,,,,,,,,,,,,,8.97%,1.64,1641,11
5/9/2020,Maharashtra,210174,Tested,19063,192197,,,,,,,,,,,,,9.07%,1.72,1721,11
5/10/2020,Maharashtra,225524,Tested,20228,206481,,,,,,,,,,,,,8.97%,1.85,1846,11
5/11/2020,Maharashtra,218914,Tested,23401,193457,,,,,,,,,,,,,10.69%,1.79,1792,9
5/12/2020,Maharashtra,222284,Tested,23401,196165,,,,,,,,,,,,,10.53%,1.82,1820,9
5/13/2020,Maharashtra,231061,Tested,24427,203536,,,,,,,,,,,,,10.57%,1.89,1892,9
5/14/2020,Maharashtra,240482,Tested,25922,211082,,,,,,,,,,,,,10.78%,1.97,1969,9
5/15/2020,Maharashtra,250898,Tested,27524,219635,,,,,,,,,,,,,10.97%,2.05,2054,9
5/16/2020,Maharashtra,261815,Tested,29100,228956,,,,,,,,,,,,,11.11%,2.14,2143,9
5/17/2020,Maharashtra,274040,Tested,30706,238476,,,,,,,,,,,,,11.20%,2.24,2243,9
5/18/2020,Maharashtra,282437,Tested,33053,245512,,,,,,,,,,,,,11.70%,2.31,2312,9
5/19/2020,Maharashtra,294272,Tested,35058,255065,,,,,,,,,,,,,11.91%,2.41,2409,8
5/20/2020,Maharashtra,307535,Tested,37136,265872,,,,,,,,,,,,,12.08%,2.52,2518,8
5/21/2020,Maharashtra,319921,Tested,39297,276369,,,,,,,,,,,,,12.28%,2.62,2619,8
5/22/2020,Maharashtra,333087,Tested,41642,286157,,,,,,,,,,,,,12.50%,2.73,2727,8
5/23/2020,Maharashtra,348932,Tested,44582,299107,,,,,,,,,,,,,12.78%,2.86,2857,8
5/24/2020,Maharashtra,363470,Tested,47190,310565,,,,,,,,,,,,,12.98%,2.98,2976,8
5/25/2020,Maharashtra,379185,Tested,50231,323937,,,,,,,,,,,,,13.25%,3.1,3104,8
5/26/2020,Maharashtra,390757,Tested,52667,333468,,,,,,,,,,,,,13.48%,3.2,3199,7
5/27/2020,Maharashtra,405020,Tested,54758,345151,,,,,,,,,,,,,13.52%,3.32,3316,7
5/28/2020,Maharashtra,420473,Tested,56948,358253,,,,,,,,,,,,,13.54%,3.44,3442,7
5/29/2020,Maharashtra,434565,Tested,59546,369442,,,,,,,,,,,,,13.70%,3.56,3558,7
5/30/2020,Maharashtra,448661,Tested,62228,380425,,,,,,,,,,,,,13.87%,3.67,3673,
5/31/2020,Maharashtra,463177,Tested,65168,392516,,,,,,,,,,,,,14.07%,3.79,3792,
6/1/2020,Maharashtra,472344,Tested,67655,399419,,,,,,,,,,,,,14.32%,3.87,3867,
6/2/2020,Maharashtra,484784,Tested,70013,409178,,,,,,,,,,,,,14.44%,3.97,3969,
6/3/2020,Maharashtra,498577,Tested,72300,420644,,,,,,,,,,,,,14.50%,4.08,4082,
6/4/2020,Maharashtra,511136,Tested,74860,430100,,,,,,,,,,,,,14.65%,4.18,4184,
6/5/2020,Maharashtra,524002,Tested,77793,440445,,,,,,,,,,,,,14.85%,4.29,4290,
6/6/2020,Maharashtra,538009,Tested,80229,451764,,,,,,,,,,,,,14.91%,4.4,4404,
6/7/2020,Maharashtra,553063,Tested,82968,463723,,,,,,,,,,,,,15.00%,4.53,4528,
6/8/2020,Maharashtra,565290,Tested,85975,473588,,,,,,,,,,,,,15.21%,4.63,4628,
6/9/2020,Maharashtra,579294,Tested,88528,485144,,,,,,,,,,,,,15.28%,4.74,4742,
6/10/2020,Maharashtra,595282,Tested,90787,497990,,,,,,,,,,,,,15.25%,4.87,4873,
6/11/2020,Maharashtra,610790,Tested,94041,509990,,,,,,,,,,,,,15.40%,5,5000,
6/12/2020,Maharashtra,626521,Tested,97648,521942,,,,,,,,,,,,,15.59%,5.13,5129,
6/13/2020,Maharashtra,643057,Tested,101141,535252,,,,,,,,,,,,,15.73%,5.26,5264,
6/14/2020,Maharashtra,659481,Tested,104568,548250,,,,,,,,,,,,,15.86%,5.4,5399,
6/15/2020,Maharashtra,671348,Tested,107958,557161,,,,,,,,,,,,,16.08%,5.5,5496,
6/16/2020,Maharashtra,686488,Tested,110744,569863,,,,,,,,,,,,,16.13%,5.62,5620,
6/18/2020,Maharashtra,719637,Tested,123794,595843,,,,,,,,,,,,,17.20%,5.89,5891,
6/19/2020,Maharashtra,737597,Tested,120504,609968,,,,,,,,,,,,,16.34%,6.04,6038,
6/20/2020,Maharashtra,756809,Tested,124331,624869,,,,,,,,,,,,,16.43%,6.2,6196,
6/21/2020,Maharashtra,775958,Tested,128205,639731,,,,,,,,,,,,,16.52%,6.35,6352,
6/22/2020,Maharashtra,789016,Tested,132075,649446,,,,,,,,,,,,,16.74%,6.46,6459,
6/23/2020,Maharashtra,804726,Tested,142628,662098,,,,,,,,,,,,,17.72%,6.59,6588,
